"Número de identificação da publicação","Link permanente","Publicar mensagem",Tipo,Países,Idiomas,Publicado,"Direcionamento do público","Vitalício: alcance total da publicação","Vitalício: alcance orgânico da publicação","Vitalício: alcance pago da publicação","Vitalício: total de impressões da publicação","Vitalício: impressões orgânicas da publicação","Vitalício: impressões pagas da publicação","Vitalício: usuários envolvidos","Vitalício: consumidores de direcionamento do público com correspondência na publicação","Vitalício: consumos de direcionamento do público com correspondência na publicação","Vitalício: comentários negativos dos usuários","Vitalício: feedback negativo","Vitalício: impressões da publicação por pessoas que curtiram sua Página","Vitalício: alcance da publicação por pessoas que curtiram sua Página","Vitalício: impressões pagas da publicação por pessoas que curtiram sua Página","Vitalício: alcance pago de uma publicação por pessoas que curtiram sua Página","Vitalício: pessoas que curtiram sua Página e se envolveram com a sua publicação","Vitalício: visualizações até 95% orgânicas","Vitalício: visualizações até 95% orgânicas","Vitalício: visualizações até 95% pagas","Vitalício: visualizações até 95% pagas","Vitalício: visualizações do vídeo orgânicas","Vitalício: visualizações do vídeo orgânicas","Vitalício: visualizações do vídeo pagas","Vitalício: visualizações do vídeo pagas","Vitalício: tempo médio de visualização do vídeo","Duração de vídeo vitalícia","Vitalício: Falando sobre isso (publicação) por tipo de ação - share","Vitalício: Falando sobre isso (publicação) por tipo de ação - like","Vitalício: Falando sobre isso (publicação) por tipo de ação - comment","Vitalício: histórias da publicação por tipo de ação - share","Vitalício: histórias da publicação por tipo de ação - like","Vitalício: histórias da publicação por tipo de ação - comment","Consumos únicos de direcionamento para público de publicações vitalício por tipo - other clicks","Consumos únicos de direcionamento para público de publicações vitalício por tipo - photo view","Consumos únicos de direcionamento para público de publicações vitalício por tipo - video play","Consumos únicos de direcionamento para público de publicações vitalício por tipo - link clicks","Consumos de direcionamento para público correspondente vitalício por tipo - other clicks","Consumos de direcionamento para público correspondente vitalício por tipo - photo view","Consumos de direcionamento para público correspondente vitalício por tipo - video play","Consumos de direcionamento para público correspondente vitalício por tipo - link clicks","Vitalício: comentários negativos de usuários por tipo - hide_all_clicks","Vitalício: feedback negativo por tipo - hide_all_clicks"
218725464821904_168401040467612,https://www.facebook.com/events/168401040467612/,"A faculdade Canção Nova promove a 7ª Jornada da Comunicação, com o tema: Valorização da Culta Afro e Combate ao Racismo. Confira a programação:

15/05 às 19h - Auditório São Paulo:
Palestra sobre produção de conteúdo e lançamento do Jornal “Vale da Fé” 

16/05 às 09h - Visita técnica para TV Vanguarda e Jornal Impresso O Vale
18h20 - Santa Missa
19h - Sarau (apresentação do poema- Me chamaram Nega)
- Mostra e concurso de fotografia 
19h30 - Mesa redonda (Valorização da cultura afro e combate ao racismo)
 
17/05 às 18h30 - Palestra de abertura
20h - Apresentação da Web Rádio FCN
20h50 - Programa ao vivo

18/05 - “Oficinas”
19h - Oficina 1 - Cine África 
19h - Oficina 2 - Coberturas especiais no telejornalismo
19h - Oficina 3 - Assessoria de impressa esportiva 
19h - Oficina 4 - Apresentação ao vivo na TV - Dicas e preparação 
19h - Oficina 5 - Produtora Esperança Mídia - O áudio visual aplicado em produções na Fazenda Esperança 
19h - Oficina 6 - O futuro do rádio: Gestão e desafios
19h - Oficina 7 - Como ser um profissional de marketing digital com resultados",Status,,,"05/07/2018 03:34:22 PM"," ",344,344,0,512,512,0,4,0,0,0,0,480,319,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
218725464821904_2039247549436344,https://www.facebook.com/faculdadecn/videos/2039247549436344/,"Está chegando o Adm na Prática! Palestras, oficinas culturais, dinâmicas, sorteio de brindes e muito mais! Confere a dica da aluna Stéfani Maria (5º Administração) e do professor Bruno Cunha. #AdmNaPrática2018 ;)",Video,,,"05/07/2018 11:29:08 AM"," ",1003,1003,0,1572,1572,0,95,71,116,0,0,662,360,0,0,55,40,43,0,0,320,405,0,0,9638,57129,14,43,,14,51,,55,,35,,71,,45,,,
218725464821904_2037259272968505,https://www.facebook.com/faculdadecn/posts/2037259272968505,,Photo,,,"05/06/2018 05:15:53 AM"," ",507,507,0,759,759,0,27,7,9,0,0,355,217,0,0,17,0,0,0,0,0,0,0,0,0,0,3,21,,3,22,,4,4,,,4,5,,,,
218725464821904_2037258359635263,https://www.facebook.com/faculdadecn/posts/2037258359635263,"Hoje é dia nacional das comunicações! O Dia das Comunicações é uma homenagem ao nascimento de Marechal Rondon (5 de maio de 1865), considerado o Patrono das Comunicações no país, um dos principais responsáveis pela disseminação dos sistemas de comunicação no Brasil. “A comunicação torna-se lugar para exprimir a própria responsabilidade na busca da verdade e na construção do bem”. (Papa Francisco)  Parabéns da FCN a todos comunicadores e futuros comunicadores!",Photo,,,"05/05/2018 03:06:29 PM"," ",439,439,0,685,685,0,29,18,18,0,0,381,230,0,0,22,0,0,0,0,0,0,0,0,0,0,4,17,,4,18,,14,4,,,14,4,,,,
218725464821904_2036154306412335,https://www.facebook.com/faculdadecn/posts/2036154306412335,"Preparem a pipoca e o refrigerante! A dica cultural dessa semana é o filme “1492 - A  Conquista do Paraíso”, do diretor Ridley Scott. O filme conta a história da descoberta da América pelo navegador  Cristóvão Colombo, interpretado por Gérard Depardieu. A começar pelos perigos da viagem, depois o encontro dos europeus com os nativos indígenas e a luta de Colombo para colonizar o que eles chamavam de Novo Mundo. Ficou curioso? O filme está disponível no youtube na versão dublada e legendada.
Mas sem spoiler Lucielly Ribeiro e Caíque Duarte.😉",Photo,,,"05/04/2018 02:26:22 PM"," ",406,406,0,595,595,0,35,19,24,0,0,394,238,0,0,27,0,0,0,0,0,0,0,0,0,0,1,20,2,1,22,2,14,6,,,15,9,,,,
218725464821904_2035629199798179,https://www.facebook.com/faculdadecn/posts/2035629199798179,"Nossa #tbt de hoje é especial! A aula inaugural 2018 do curso de administração, que teve como tema: 
&quot;Gestão de carreira para jovens universitários! Como planejar?&quot; 
Ministrada pela professora Vanessa Cepellos da Fundação Getúlio Vargas. Além da palestra os alunos receberam o seu registro profissional de administrador das mãos de Daniel Menezes, representante do Conselho Regional de Administração (CRA).",Photo,,,"05/04/2018 04:02:38 AM"," ",459,459,0,707,707,0,54,40,68,0,0,672,436,0,0,50,0,0,0,0,0,0,0,0,0,0,,23,,,24,,16,34,,,30,38,,,,
218725464821904_2033920873302345,https://www.facebook.com/faculdadecn/videos/2033920873302345/,"Atenção galera FCN, vem aí o Administração na Prática 2018! Os alunos do 5º período de Administração são desafiados a organizar para comunidade de Cachoeira Paulista um evento repleto de ações voltadas para a carreira profissional.  Confira o convite da aluna do 5º Adm. Josiane Souza e do coordenador do curso de administração Rodolfo Aquino. ;)",Video,,,"05/02/2018 02:19:26 PM"," ",1789,1789,0,3193,3193,0,180,134,208,0,0,954,474,0,0,69,80,85,0,0,546,704,0,0,11272,86206,23,83,5,25,109,11,106,1,63,,137,1,70,,,
218725464821904_2031813040179795,https://www.facebook.com/faculdadecn/posts/2031813040179795,"Dia 1 de maio é comemorado o dia do trabalho. A comemoração surgiu após trabalhadores de Chicago, nos Estados Unidos, fazerem uma greve reivindicando melhores condições de trabalho, no dia 1 de maio de 1886. A data tornou-se em vários países, inclusive no Brasil, uma recordação do valor do trabalhador. Parabéns a todos os colaboradores da FCN e aos trabalhadores do Brasil. Feliz dia do trabalho!

Tímidas colaboradoras: Elidiane Carvalho, Tatiane Anacleto e Cidinha Galvão
Foto: Gabriel Barbosa",Photo,,,"05/01/2018 06:00:02 AM"," ",334,334,0,495,495,0,43,20,22,0,0,397,260,0,0,39,0,0,0,0,0,0,0,0,0,0,1,28,2,1,29,2,14,6,,,14,8,,,,
218725464821904_2031310330230066,https://www.facebook.com/faculdadecn/posts/2031310330230066,"Os alunos do 5º período de Jornalismo fizeram uma entrevista coletiva com o policial militar aposentado Ronald Leal. Após falar de sua história de vida e da experiência na PM, ele respondeu m perguntas dos alunos sobre temas como direitos humanos e violência urbana. A atividade contou com a participação de alunos dos cursos de Filosofia e Teologia da FCN e foi realizada através das disciplinas &quot;Sociedade e Cultura&quot; e &quot;Redação para Radiojornalismo&quot;, ministradas pelas professoras Patrícia Corrêa e Vaniele Barreiros.

Foto: Sarah Sabará",Photo,,,"04/30/2018 07:00:44 AM"," ",1862,1862,0,3093,3093,0,365,280,309,0,0,399,254,0,0,31,0,0,0,0,0,0,0,0,0,0,2,186,42,2,201,46,258,30,,,278,31,,,,
218725464821904_2028397927187973,https://www.facebook.com/faculdadecn/posts/2028397927187973,🙌🏼🙌🏼🙌🏼,Photo,,,"04/29/2018 06:00:11 AM"," ",460,460,0,698,698,0,28,8,10,0,0,387,220,0,0,19,0,0,0,0,0,0,0,0,0,0,4,24,,4,25,,3,6,,,4,6,,,,
218725464821904_2028397283854704,https://www.facebook.com/faculdadecn/posts/2028397283854704,"&quot;Arte de escrever&quot; é um livro escrito pelo filósofo Arthur Schopenhauer sobre o universo literário.  Críticas e reflexões sobre o assunto, sendo um verdadeiro guia para aqueles que vivem da escrita. O objetivo do autor é conduzir as pessoas a pensarem sobre o que é conhecer algo com propriedade, a pensarem por si mesmas, desenvolver um estilo de escrita, a leitura e os livros, a linguagem e as palavras.  Ficou curioso? A biblioteca FCN têm nas  prateleiras o livro &quot;Arte de escrever&quot;.",Photo,,,"04/28/2018 06:00:17 AM"," ",256,256,0,381,381,0,12,6,8,0,0,325,208,0,0,12,0,0,0,0,0,0,0,0,0,0,2,7,,2,8,,5,1,,,7,1,,,,
218725464821904_2028392603855172,https://www.facebook.com/faculdadecn/posts/2028392603855172,#tranquilidade,Photo,,,"04/27/2018 02:00:13 PM"," ",455,455,0,670,670,0,35,23,38,0,0,586,389,0,0,33,0,0,0,0,0,0,0,0,0,0,2,16,,2,17,,10,19,,1,16,21,,1,,
218725464821904_2028286443865788,https://www.facebook.com/faculdadecn/videos/2028286443865788/,"E aí galera FCN!  Semana passada aconteceu o concurso &quot;Eu apresentador&quot;, organizado pelo 5º período de Administração. Fique por dentro com o quadro Bastidores FCN. Pra conferir a matéria na íntegra, acesse o link 😉
https://youtu.be/lqMDQmKb04M
#BastidoresFCN",Video,,,"04/27/2018 10:45:53 AM"," ",1168,1168,0,1654,1654,0,130,99,143,1,1,920,625,0,0,89,71,72,0,0,350,407,0,0,18911,135486,5,60,4,5,65,4,88,2,29,1,110,2,30,1,1,1
218725464821904_2026459274048505,https://www.facebook.com/faculdadecn/posts/2026459274048505,"A turma do 1º Rádio e TV,  na disciplina - Captação de som e edição de áudio, ministrada pelo professor Marcos Jolbert, recebeu o técnico de áudio da TV Canção Nova Joelcyo Sant’ana para uma aula dinâmica e demonstrativa sobre diferentes formas de captação e gravação de som, e a forma correta de uso dos microfones. Os alunos puderam manusear os equipamentos e colocar em prática  conhecimentos aprendidos em sala.      #VemPraFCN #tbt",Photo,,,"04/26/2018 02:00:00 PM"," ",886,886,0,1370,1370,0,42,30,40,1,1,564,314,0,0,33,0,0,0,0,0,0,0,0,0,0,4,17,,4,18,,13,22,,,15,25,,,1,1
218725464821904_2026426174051815,https://www.facebook.com/faculdadecn/videos/2026426174051815/,"Fala galera!!!
Tá no ar mais um &quot;Formei, e aí?&quot;

Nossa personagem de hoje é a Fernanda Silva, ex-aluna de administração. Participe você também, mande sua história pra nós.",Video,,,"04/25/2018 02:45:57 PM"," ",431,431,0,637,637,0,42,34,53,0,0,554,366,0,0,39,24,24,0,0,192,218,0,0,17528,126483,1,13,1,1,13,2,28,,19,,34,,19,,,
218725464821904_2024229647604801,https://www.facebook.com/faculdadecn/posts/2024229647604801,"O 5º período de Administração da Faculdade Canção Nova, promoveu ontem (18/04/2018) o concurso “Eu Apresentador”, confira as fotos  do evento realizadas  pelos nossos alunos Erik Filipi, Gabriel Barbosa e Moara Carvalho. E se encontrar um amigo pode marcar!  #VemPraFCN     #AdmNaPrática",Photo,,,"04/24/2018 02:00:00 PM"," ",1121,1121,0,1821,1821,0,82,73,195,0,0,1158,649,0,0,75,0,0,0,0,0,0,0,0,0,0,2,13,,2,13,,13,70,,,101,94,,,,
218725464821904_2024219567605809,https://www.facebook.com/faculdadecn/posts/2024219567605809,"Hoje é dia do escoteiro! E você sabe o que é o escoterismo?
É um movimento com o objetivo de “tornar meninos e meninas cidadãos exemplares”, de acordo com seu fundador Robert Baden-Powell. 
Aqui, na FCN, os professores Marcos Jolbert e Denis Duarte chefiam o agrupamento Exploradores do Brasil - Canção Nova e diversos alunos participam, como a Loren (5º RTV), João Marcos (5º RTV) e Giovana (3º JOR).
O grupo  pertence à Associação de Guias &amp; Exploradores do Brasil, federada à União Internacional dos guias e escoteiros a Europa, reconhecida pelo Vaticano.
Quer saber mais? Acesse a página do Facebook: https://www.facebook.com/exploradoresdosbrasilcancaonova/",Photo,,,"04/23/2018 02:00:00 PM"," ",353,353,0,526,526,0,26,18,26,0,0,415,263,0,0,24,0,0,0,0,0,0,0,0,0,0,2,11,1,2,11,1,10,10,,,14,12,,,,
218725464821904_2019684091392690,https://www.facebook.com/faculdadecn/posts/2019684091392690,"Parabéns aos ganhadores do concurso “Eu Apresentador”:  Pedro Vinicius da Silva (5º RTV) e Milena Chaves de Campos Nunes (3º ADM), que agora tem a missão de conduzir o evento ADM na Prática 2018 , no dia 19 de maio na Praça Prado Filho em Cachoeira Paulista. Agradecemos a todos os candidatos, jurados e público presente!
#VemPraFCN   #AdmNaPrática
Foto: Moara Carvalho",Photo,,,"04/19/2018 01:49:15 PM"," ",404,404,0,600,600,0,41,22,24,0,0,518,338,0,0,38,0,0,0,0,0,0,0,0,0,0,1,21,,1,21,,14,8,,,14,10,,,,
218725464821904_2018607274833705,https://www.facebook.com/faculdadecn/posts/2018607274833705,,Photo,,,"04/18/2018 12:12:39 PM"," ",1985,1985,0,3073,3073,0,238,147,203,0,0,1170,676,0,0,113,0,0,0,0,0,0,0,0,0,0,7,126,11,7,139,12,108,68,,,125,78,,,,
218725464821904_2018207031540396,https://www.facebook.com/faculdadecn/posts/2018207031540396,"Foto da capa de ",Photo,,,"04/18/2018 03:54:15 AM"," ",337,337,0,519,519,0,21,11,11,0,0,397,238,0,0,13,0,0,0,0,0,0,0,0,0,0,2,10,1,2,11,1,2,9,,,2,9,,,,
218725464821904_2018206658207100,https://www.facebook.com/faculdadecn/posts/2018206658207100,,Photo,,,"04/18/2018 03:53:38 AM"," ",232,232,0,353,353,0,9,7,8,0,0,301,185,0,0,8,0,0,0,0,0,0,0,0,0,0,,2,,,2,,,7,,,,8,,,,
218725464821904_2016567411704358,https://www.facebook.com/faculdadecn/videos/2016567411704358/,"Pronto para descobrir o que acontece nos bastidores da Faculdade Canção Nova?
Assista o making of da receita de Iogurte de Inhame, realizada pelos alunos do 7º período de Rádio e TV na disciplina Edição II. O trabalho aplica conhecimentos de storyboard, planos e enquadramentos, iluminação e a edição de vídeo.  
Quer saber como ficou a receita?
Acesse o link:
https://www.youtube.com/playlist?list=PL2hRuAfXQ4HteINVRkIERkuqJ3tMC-pwp",Video,,,"04/17/2018 02:00:01 PM"," ",5443,5443,0,9507,9507,0,600,534,1067,1,1,1281,547,0,0,147,276,295,0,0,1198,1718,0,0,15201,87678,5,263,42,6,309,93,486,1,213,22,803,1,238,25,1,1
218725464821904_2013090145385418,https://www.facebook.com/faculdadecn/posts/2013090145385418,,Photo,,,"04/16/2018 01:00:02 PM"," ",225,225,0,329,329,0,2,2,2,0,0,285,181,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,1,1,,,1,1,,,,
218725464821904_2016610225033410,https://www.facebook.com/faculdadecn/videos/2016610225033410/,"Um dos principais instrumentos de comunicação, merece uma atenção especial. Parabéns a todos profissionais da voz!!!

#ficadica cuide desse bem precioso.",Video,,,"04/16/2018 12:54:55 PM"," ",441,441,0,666,666,0,31,21,26,0,0,454,290,0,0,26,18,22,0,0,129,156,0,0,7951,42579,3,21,,3,22,,13,,9,,17,,9,,,
218725464821904_1618415758276486,https://www.facebook.com/events/1618415758276486/,"Aula Inaugural Do Curso De Administração",Status,,,"04/16/2018 10:45:54 AM"," ",443,443,0,672,672,0,0,0,0,0,0,637,406,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
218725464821904_2013089798718786,https://www.facebook.com/faculdadecn/posts/2013089798718786,,Photo,,,"04/16/2018 04:00:01 AM"," ",260,260,0,371,371,0,9,6,6,0,0,308,206,0,0,9,0,0,0,0,0,0,0,0,0,0,1,3,,1,3,,1,5,,,1,5,,,,
218725464821904_2013508678676898,https://www.facebook.com/faculdadecn/posts/2013508678676898,"Você já pensou em ser um apresentador(a)? 

Chegou a sua hora! Não deixe de participar do concurso “Eu Apresentador” promovido pelos alunos do 5º período de Administração, que escolherá dois apresentadores para conduzir o evento: ADM na Prática 2018.

Para se inscrever, basta procurar os alunos do 5º período de Administração na Faculdade Canção Nova. 

Participe!",Photo,,,"04/13/2018 03:03:31 PM"," ",1522,1522,0,2447,2447,0,86,57,82,0,0,980,503,0,0,62,0,0,0,0,0,0,0,0,0,0,15,36,3,18,56,5,43,21,,,58,24,,,,
218725464821904_2013089428718823,https://www.facebook.com/faculdadecn/posts/2013089428718823,,Photo,,,"04/13/2018 02:00:01 PM"," ",212,212,0,321,321,0,10,5,12,0,0,288,186,0,0,9,0,0,0,0,0,0,0,0,0,0,,6,,,6,,4,2,,,9,3,,,,
218725464821904_2013093505385082,https://www.facebook.com/faculdadecn/posts/2013093505385082,"Feira do Empreendedor 2018 - SEBRAE/SP

Nos dias 7 a 10 de abril aconteceu a Feira do Empreendedor SEBRAE - SP 2018 no Pavilhão de exposições do Parque Anhembi. Os alunos do Curso de Administração da Faculdade Canção Nova marcaram presença junto com o coordenador do curso Prof. Ms. Rodolfo A. Bueno de Aquino. 

Ao todo 45 graduandos participaram de palestras, oficinas e seminários sobre empreendedorismo, negócios, micro empresas, educação, games, inovação dentre outros.
A atividade favoreceu a integração dos alunos com o que há de mais novo no segmento da administração e do business, e contou com o enriquecimento da experiencia extra classe para crescimento das habilidades e competências dos futuros administradores.",Photo,,,"04/13/2018 06:33:27 AM"," ",414,414,0,592,592,0,38,29,49,0,0,379,253,0,0,29,0,0,0,0,0,0,0,0,0,0,1,15,,1,15,,13,24,,,15,34,,,,
218725464821904_2013088448718921,https://www.facebook.com/faculdadecn/posts/2013088448718921,,Photo,,,"04/13/2018 06:28:27 AM"," ",279,279,0,422,422,0,11,5,5,0,0,280,172,0,0,9,0,0,0,0,0,0,0,0,0,0,2,6,,2,6,,2,3,,,2,3,,,,
218725464821904_2013088308718935,https://www.facebook.com/faculdadecn/posts/2013088308718935,"Foto da capa de ",Photo,,,"04/13/2018 06:28:19 AM"," ",162,162,0,247,247,0,7,4,10,0,0,221,141,0,0,7,0,0,0,0,0,0,0,0,0,0,,3,,,3,,4,2,,,5,5,,,,
218725464821904_2010988478928918,https://www.facebook.com/faculdadecn/posts/2010988478928918,"A Faculdade Canção Nova promove no primeiro semestre de 2018 o curso de extensão “Educação Ambiental”, ministrado pelo Prof. Dr. Henrique Alckmin Prudente. Um dos objetivos do curso é disseminar conteúdos aderentes à valorização do meio ambiente e da qualidade de vida, além de propiciar entendimento de realidades contemporâneas pertinentes ao estudo do meio ambiente em diferentes escalas – global, regional e local – para subsidiar ações voltadas à valorização da vida e à dignidade do ser humano. Por fim, o curso visa fomentar práticas sustentáveis quanto à utilização racional de recursos naturais e ao descarte e deposição adequada de resíduos sólidos.

O curso tem a duração de 30h e acontecerá nas seguintes datas:

– 19 e 26 de abril; 

– 03, 10, 17 e 24 de maio;

– 07, 14, 21 e 28 de junho, das 19h às 21h30.

Local: EMEIEF Dr. Evangelista Rodrigues – Cachoeira Paulista-SP.

Investimento:  Alunos/Missionários/Colaboradores da FCN e FJPII/ Professores e Gestores da Rede Municipal de Educação: gratuito
Público externo: R$ 50,00

As vagas são limitadas e as inscrições serão realizadas através do preenchimento do formulário de inscrição, no período de 10 a 17 de abril.

Inscrições: http://www.fcn.edu.br/blog/2018/04/10/educacao-ambiental-2018/",Link,,,"04/11/2018 10:38:56 AM"," ",255,255,0,374,374,0,11,4,4,0,0,304,204,0,0,11,0,0,0,0,0,0,0,0,0,0,1,7,,1,7,,3,,,1,3,,,1,,
218725464821904_2010986855595747,https://www.facebook.com/faculdadecn/posts/2010986855595747,"- AVISO -
Hoje teremos a missa mensal da Faculdade Canção Nova às 19h50.",Status,,,"04/11/2018 10:36:56 AM"," ",247,247,0,382,382,0,11,3,3,0,0,329,213,0,0,11,0,0,0,0,0,0,0,0,0,0,1,8,,1,8,,2,,,1,2,,,1,,
218725464821904_1991554674205632,https://www.facebook.com/faculdadecn/posts/1991554674205632,,Photo,,,"04/05/2018 05:00:00 AM"," ",225,225,0,341,341,0,7,1,1,0,0,285,182,0,0,7,0,0,0,0,0,0,0,0,0,0,1,5,,1,5,,,1,,,,1,,,,
218725464821904_2003000773061022,https://www.facebook.com/faculdadecn/posts/2003000773061022,"E Aí, Formei com Pollyana. Confira :)

https://youtu.be/m-m56EiN1wU",Link,,,"04/04/2018 02:20:00 PM"," ",254,254,0,391,391,0,10,7,7,0,0,357,230,0,0,10,0,0,0,0,0,0,0,0,0,0,,4,,,4,,1,,,6,1,,,6,,
218725464821904_2002745933086506,https://www.facebook.com/faculdadecn/posts/2002745933086506,"Estamos preparando um final de semana muito especial para você!

De 04 a 06 de Maio o Maranatha em Campos do Jordão!
Venha participar conosco! 

Link para inscrever-se:  https://goo.gl/kFyRsT",Photo,,,"04/04/2018 07:39:43 AM"," ",441,441,0,631,631,0,22,10,15,1,1,458,319,0,0,21,0,0,0,0,0,0,0,0,0,0,2,10,2,3,10,2,5,5,,1,8,6,,1,1,1
218725464821904_1991554424205657,https://www.facebook.com/faculdadecn/posts/1991554424205657,,Photo,,,"04/03/2018 05:00:00 AM"," ",207,207,0,296,296,0,6,2,2,0,0,271,187,0,0,6,0,0,0,0,0,0,0,0,0,0,,5,,,5,,1,1,,,1,1,,,,
218725464821904_2000666079961158,https://www.facebook.com/faculdadecn/posts/2000666079961158,"Hoje, dia 2 de abril é o dia mundial de conscientização do autismo. O autismo é um transtorno do desenvolvimento infantil que leva a comprometimentos na comunicação da criança e a comportamentos restritivos e repetitivos. Para saber mais, veja o documentário “Autismo: inclusão social”, produzido pelas alunas do curso de Jornalismo FCN: Isabelle Praxedes, Juliana Machado, Maristela Alves e Rauane Ferreira.",Link,,,"04/02/2018 01:50:52 PM"," ",747,747,0,1057,1057,0,42,25,33,0,0,549,365,0,0,35,0,0,0,0,0,0,0,0,0,0,5,24,,5,27,,20,,,7,25,,,8,,
